"eco_values","species","latitude","longitude","date_obs","source","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","elevation","coord_id","tmax_mean_c","prec_mean_annual","temp_mean_c","occurrence_id.longitude.x","occurrence_id.latitude.x","tas_current_july_c","occurrence_id.longitude.y","occurrence_id.latitude.y","tas_future_july_2050_c","delta_tas_july_c","NDVI"
6,"Impatiens noli-tangere",47.00814,8.98387,2024-08-04,"gbif","Polar","Moist","Snow and Ice","Mountains","Polar Moist",255,255,255,"Polar Moist Snow and Ice on Mountains","#FFFFFF",2460,"8.98387_47.00814",0.916666666666686,231.166666666667,-2.83333333333331,8.98387,47.00814,15.65,8.98387,47.00814,7.15000000000003,-8.5,-0.0459
6,"Impatiens noli-tangere",47.00814,8.98387,2024-08-04,"gbif","Polar","Moist","Snow and Ice","Mountains","Polar Moist",255,255,255,"Polar Moist Snow and Ice on Mountains","#FFFFFF",2460,"8.98387_47.00814",0.916666666666686,231.166666666667,-2.83333333333331,8.98387,47.00814,19.85,8.98387,47.00814,7.15000000000003,-12.7,-0.0459
18,"Impatiens noli-tangere",46.78653,8.71555,2023-07-31,"gbif","Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2209,"8.71555_46.78653",2.26666666666671,194.666666666667,-1.14999999999998,8.71555,46.78653,6.25000000000006,8.71555,46.78653,9.45000000000005,3.19999999999999,-0.021
18,"Impatiens noli-tangere",46.78653,8.71555,2023-07-31,"gbif","Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2209,"8.71555_46.78653",2.26666666666671,194.666666666667,-1.14999999999998,8.71555,46.78653,15.65,8.71555,46.78653,9.45000000000005,-6.19999999999999,-0.021
18,"Impatiens noli-tangere",46.78653,8.71555,2023-07-31,"gbif","Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784",2209,"8.71555_46.78653",2.26666666666671,194.666666666667,-1.14999999999998,8.71555,46.78653,19.55,8.71555,46.78653,9.45000000000005,-10.1,-0.021
96,"Impatiens noli-tangere",46.61337,7.14492,2023-07-17,"gbif","Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",829,"7.14492_46.61337",11.8916666666667,117.916666666667,8.00833333333338,7.14492,46.61337,6.25000000000006,7.14492,46.61337,18.35,12.1,0.086
96,"Impatiens noli-tangere",46.61337,7.14492,2023-07-17,"gbif","Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",829,"7.14492_46.61337",11.8916666666667,117.916666666667,8.00833333333338,7.14492,46.61337,14.55,7.14492,46.61337,18.35,3.80000000000001,0.086
96,"Impatiens noli-tangere",46.61337,7.14492,2023-07-17,"gbif","Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",829,"7.14492_46.61337",11.8916666666667,117.916666666667,8.00833333333338,7.14492,46.61337,19.55,7.14492,46.61337,18.35,-1.19999999999999,0.086
96,"Impatiens noli-tangere",46.6050376464,10.4218598362,2022-08-16,"inat","Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",1364,"10.4218598362_46.6050376464",8.67500000000001,55.5833333333333,5.35000000000002,10.4218598362,46.6050376464,6.75000000000006,10.4218598362,46.6050376464,16.2500000000001,9.5,0.2694
96,"Impatiens noli-tangere",46.6050376464,10.4218598362,2022-08-16,"inat","Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",1364,"10.4218598362_46.6050376464",8.67500000000001,55.5833333333333,5.35000000000002,10.4218598362,46.6050376464,14.55,10.4218598362,46.6050376464,16.2500000000001,1.70000000000005,0.2694
96,"Impatiens noli-tangere",46.6050376464,10.4218598362,2022-08-16,"inat","Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",1364,"10.4218598362_46.6050376464",8.67500000000001,55.5833333333333,5.35000000000002,10.4218598362,46.6050376464,19.55,10.4218598362,46.6050376464,16.2500000000001,-3.29999999999995,0.2694
96,"Impatiens noli-tangere",46.61337,7.14492,2025-06-25,"gbif","Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",829,"7.14492_46.61337",11.8916666666667,117.916666666667,8.00833333333338,7.14492,46.61337,6.25000000000006,7.14492,46.61337,18.35,12.1,0.086
96,"Impatiens noli-tangere",46.61337,7.14492,2025-06-25,"gbif","Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",829,"7.14492_46.61337",11.8916666666667,117.916666666667,8.00833333333338,7.14492,46.61337,14.55,7.14492,46.61337,18.35,3.80000000000001,0.086
96,"Impatiens noli-tangere",46.61337,7.14492,2025-06-25,"gbif","Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",829,"7.14492_46.61337",11.8916666666667,117.916666666667,8.00833333333338,7.14492,46.61337,19.55,7.14492,46.61337,18.35,-1.19999999999999,0.086
97,"Impatiens glandulifera",47.31063,8.12178,2025-02-18,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",502,"8.12178_47.31063",13.325,111.75,9.76666666666671,8.12178,47.31063,6.75000000000006,8.12178,47.31063,20.15,13.4,0.2401
97,"Impatiens glandulifera",47.31063,8.12178,2025-02-18,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",502,"8.12178_47.31063",13.325,111.75,9.76666666666671,8.12178,47.31063,14.55,8.12178,47.31063,20.15,5.60000000000002,0.2401
97,"Impatiens glandulifera",47.31063,8.12178,2025-02-18,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",502,"8.12178_47.31063",13.325,111.75,9.76666666666671,8.12178,47.31063,14.7500000000001,8.12178,47.31063,20.15,5.39999999999998,0.2401
97,"Impatiens noli-tangere",46.74662,8.12567,2025-07-23,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",715,"8.12567_46.74662",12.9583333333334,125.916666666667,9.82500000000005,8.12567,46.74662,6.75000000000006,8.12567,46.74662,19.7500000000001,13,0.1463
97,"Impatiens noli-tangere",46.74662,8.12567,2025-07-23,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",715,"8.12567_46.74662",12.9583333333334,125.916666666667,9.82500000000005,8.12567,46.74662,18.65,8.12567,46.74662,19.7500000000001,1.10000000000002,0.1463
97,"Impatiens noli-tangere",46.74662,8.12567,2025-07-23,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",715,"8.12567_46.74662",12.9583333333334,125.916666666667,9.82500000000005,8.12567,46.74662,14.7500000000001,8.12567,46.74662,19.7500000000001,5,0.1463
97,"Impatiens glandulifera",47.4292,9.17852,2025-04-23,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",568,"9.17852_47.4292",12.5166666666667,118.333333333333,9.2166666666667,9.17852,47.4292,6.05000000000001,9.17852,47.4292,19.65,13.6,0.469
97,"Impatiens glandulifera",47.4292,9.17852,2025-04-23,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",568,"9.17852_47.4292",12.5166666666667,118.333333333333,9.2166666666667,9.17852,47.4292,18.65,9.17852,47.4292,19.65,1,0.469
97,"Impatiens glandulifera",47.4292,9.17852,2025-04-23,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",568,"9.17852_47.4292",12.5166666666667,118.333333333333,9.2166666666667,9.17852,47.4292,14.7500000000001,9.17852,47.4292,19.65,4.89999999999998,0.469
97,"Impatiens glandulifera",47.43422,9.15984,2025-04-23,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",539,"9.15984_47.43422",12.7,114.416666666667,9.42500000000001,9.15984,47.43422,6.05000000000001,9.15984,47.43422,19.95,13.9,0.3458
97,"Impatiens glandulifera",47.43422,9.15984,2025-04-23,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",539,"9.15984_47.43422",12.7,114.416666666667,9.42500000000001,9.15984,47.43422,18.65,9.15984,47.43422,19.95,1.30000000000001,0.3458
97,"Impatiens glandulifera",47.43422,9.15984,2025-04-23,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",539,"9.15984_47.43422",12.7,114.416666666667,9.42500000000001,9.15984,47.43422,18.95,9.15984,47.43422,19.95,1,0.3458
97,"Impatiens noli-tangere",47.28816,7.20729,2025-07-12,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",977,"7.20729_47.28816",10.7916666666667,108,6.97500000000002,7.20729,47.28816,6.05000000000001,7.20729,47.28816,16.7500000000001,10.7,0.1422
97,"Impatiens noli-tangere",47.28816,7.20729,2025-07-12,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",977,"7.20729_47.28816",10.7916666666667,108,6.97500000000002,7.20729,47.28816,19.2500000000001,7.20729,47.28816,16.7500000000001,-2.5,0.1422
97,"Impatiens noli-tangere",47.28816,7.20729,2025-07-12,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",977,"7.20729_47.28816",10.7916666666667,108,6.97500000000002,7.20729,47.28816,18.95,7.20729,47.28816,16.7500000000001,-2.19999999999999,0.1422
97,"Impatiens glandulifera",47.40904,8.20155,2025-03-02,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",419,"8.20155_47.40904",13.7666666666667,101.75,10.1083333333333,8.20155,47.40904,8.35000000000002,8.20155,47.40904,20.7500000000001,12.4,0.5448
97,"Impatiens glandulifera",47.40904,8.20155,2025-03-02,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",419,"8.20155_47.40904",13.7666666666667,101.75,10.1083333333333,8.20155,47.40904,19.2500000000001,8.20155,47.40904,20.7500000000001,1.5,0.5448
97,"Impatiens glandulifera",47.40904,8.20155,2025-03-02,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",419,"8.20155_47.40904",13.7666666666667,101.75,10.1083333333333,8.20155,47.40904,18.95,8.20155,47.40904,20.7500000000001,1.80000000000001,0.5448
97,"Impatiens glandulifera",47.32006,8.09758,2025-02-17,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",625,"8.09758_47.32006",12.8,115.416666666667,9.2166666666667,8.09758,47.32006,8.35000000000002,8.09758,47.32006,19.45,11.1,0.2066
97,"Impatiens glandulifera",47.32006,8.09758,2025-02-17,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",625,"8.09758_47.32006",12.8,115.416666666667,9.2166666666667,8.09758,47.32006,19.2500000000001,8.09758,47.32006,19.45,0.199999999999989,0.2066
97,"Impatiens glandulifera",47.32006,8.09758,2025-02-17,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",625,"8.09758_47.32006",12.8,115.416666666667,9.2166666666667,8.09758,47.32006,19.15,8.09758,47.32006,19.45,0.300000000000011,0.2066
97,"Impatiens glandulifera",47.51432,9.05676,2025-03-13,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",609,"9.05676_47.51432",12.3833333333334,114.583333333333,9.16666666666669,9.05676,47.51432,8.35000000000002,9.05676,47.51432,19.55,11.2,0.1321
97,"Impatiens glandulifera",47.51432,9.05676,2025-03-13,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",609,"9.05676_47.51432",12.3833333333334,114.583333333333,9.16666666666669,9.05676,47.51432,15.15,9.05676,47.51432,19.55,4.39999999999998,0.1321
97,"Impatiens glandulifera",47.51432,9.05676,2025-03-13,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",609,"9.05676_47.51432",12.3833333333334,114.583333333333,9.16666666666669,9.05676,47.51432,19.15,9.05676,47.51432,19.55,0.399999999999977,0.1321
97,"Impatiens glandulifera",47.4242,8.06956,2025-02-26,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",683,"8.06956_47.4242",13.0666666666667,107.75,9.41666666666669,8.06956,47.4242,17.35,8.06956,47.4242,19.85,2.5,0.3167
97,"Impatiens glandulifera",47.4242,8.06956,2025-02-26,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",683,"8.06956_47.4242",13.0666666666667,107.75,9.41666666666669,8.06956,47.4242,15.15,8.06956,47.4242,19.85,4.69999999999999,0.3167
97,"Impatiens glandulifera",47.4242,8.06956,2025-02-26,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",683,"8.06956_47.4242",13.0666666666667,107.75,9.41666666666669,8.06956,47.4242,19.15,8.06956,47.4242,19.85,0.699999999999989,0.3167
97,"Impatiens glandulifera",47.31051,8.1214,2025-02-18,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",502,"8.1214_47.31051",13.325,111.75,9.76666666666671,8.1214,47.31051,17.35,8.1214,47.31051,20.15,2.80000000000001,0.2401
97,"Impatiens glandulifera",47.31051,8.1214,2025-02-18,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",502,"8.1214_47.31051",13.325,111.75,9.76666666666671,8.1214,47.31051,15.15,8.1214,47.31051,20.15,5,0.2401
97,"Impatiens glandulifera",47.31051,8.1214,2025-02-18,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",502,"8.1214_47.31051",13.325,111.75,9.76666666666671,8.1214,47.31051,18.95,8.1214,47.31051,20.15,1.19999999999999,0.2401
97,"Impatiens glandulifera",47.43604,9.162,2025-04-23,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",537,"9.162_47.43604",12.7,114.416666666667,9.42500000000001,9.162,47.43604,17.35,9.162,47.43604,19.95,2.60000000000002,0.3458
97,"Impatiens glandulifera",47.43604,9.162,2025-04-23,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",537,"9.162_47.43604",12.7,114.416666666667,9.42500000000001,9.162,47.43604,13.65,9.162,47.43604,19.95,6.30000000000001,0.3458
97,"Impatiens glandulifera",47.43604,9.162,2025-04-23,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",537,"9.162_47.43604",12.7,114.416666666667,9.42500000000001,9.162,47.43604,18.95,9.162,47.43604,19.95,1,0.3458
97,"Impatiens glandulifera",47.28319,7.96826,2025-04-25,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",579,"7.96826_47.28319",13.1666666666667,113.666666666667,9.55000000000007,7.96826,47.28319,15.05,7.96826,47.28319,19.95,4.90000000000003,0.5515
97,"Impatiens glandulifera",47.28319,7.96826,2025-04-25,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",579,"7.96826_47.28319",13.1666666666667,113.666666666667,9.55000000000007,7.96826,47.28319,13.65,7.96826,47.28319,19.95,6.30000000000001,0.5515
97,"Impatiens glandulifera",47.28319,7.96826,2025-04-25,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",579,"7.96826_47.28319",13.1666666666667,113.666666666667,9.55000000000007,7.96826,47.28319,18.95,7.96826,47.28319,19.95,1,0.5515
97,"Impatiens noli-tangere",47.14213,9.05366,2025-07-19,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",473,"9.05366_47.14213",13.6166666666667,132,9.74166666666667,9.05366,47.14213,15.05,9.05366,47.14213,20.15,5.10000000000002,0.132
97,"Impatiens noli-tangere",47.14213,9.05366,2025-07-19,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",473,"9.05366_47.14213",13.6166666666667,132,9.74166666666667,9.05366,47.14213,13.65,9.05366,47.14213,20.15,6.5,0.132
97,"Impatiens noli-tangere",47.14213,9.05366,2025-07-19,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",473,"9.05366_47.14213",13.6166666666667,132,9.74166666666667,9.05366,47.14213,19.45,9.05366,47.14213,20.15,0.699999999999989,0.132
97,"Impatiens glandulifera",47.19531,9.37389,2025-05-26,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1053,"9.37389_47.19531",10.0666666666667,152.75,6.15000000000003,9.37389,47.19531,15.05,9.37389,47.19531,16.15,1.10000000000002,0.1384
97,"Impatiens glandulifera",47.19531,9.37389,2025-05-26,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1053,"9.37389_47.19531",10.0666666666667,152.75,6.15000000000003,9.37389,47.19531,16.55,9.37389,47.19531,16.15,-0.399999999999977,0.1384
97,"Impatiens glandulifera",47.19531,9.37389,2025-05-26,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1053,"9.37389_47.19531",10.0666666666667,152.75,6.15000000000003,9.37389,47.19531,19.45,9.37389,47.19531,16.15,-3.30000000000001,0.1384
97,"Impatiens glandulifera",47.27085,7.97714,2025-04-28,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",582,"7.97714_47.27085",12.8916666666667,115.666666666667,9.25833333333338,7.97714,47.27085,18.95,7.97714,47.27085,19.55,0.599999999999966,0.1048
97,"Impatiens glandulifera",47.27085,7.97714,2025-04-28,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",582,"7.97714_47.27085",12.8916666666667,115.666666666667,9.25833333333338,7.97714,47.27085,16.55,7.97714,47.27085,19.55,3,0.1048
97,"Impatiens glandulifera",47.27085,7.97714,2025-04-28,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",582,"7.97714_47.27085",12.8916666666667,115.666666666667,9.25833333333338,7.97714,47.27085,19.45,7.97714,47.27085,19.55,0.0999999999999659,0.1048
97,"Impatiens glandulifera",47.43917,9.15815,2025-04-23,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",536,"9.15815_47.43917",12.7333333333333,113.666666666667,9.43333333333339,9.15815,47.43917,18.95,9.15815,47.43917,19.95,1,0.2845
97,"Impatiens glandulifera",47.43917,9.15815,2025-04-23,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",536,"9.15815_47.43917",12.7333333333333,113.666666666667,9.43333333333339,9.15815,47.43917,16.55,9.15815,47.43917,19.95,3.40000000000003,0.2845
97,"Impatiens glandulifera",47.43917,9.15815,2025-04-23,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",536,"9.15815_47.43917",12.7333333333333,113.666666666667,9.43333333333339,9.15815,47.43917,18.95,9.15815,47.43917,19.95,1,0.2845
97,"Impatiens glandulifera",47.29063,7.96014,2025-04-25,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",537,"7.96014_47.29063",13.2166666666667,110.833333333333,9.56666666666672,7.96014,47.29063,18.95,7.96014,47.29063,19.95,1,0.1752
97,"Impatiens glandulifera",47.29063,7.96014,2025-04-25,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",537,"7.96014_47.29063",13.2166666666667,110.833333333333,9.56666666666672,7.96014,47.29063,17.35,7.96014,47.29063,19.95,2.60000000000002,0.1752
97,"Impatiens glandulifera",47.29063,7.96014,2025-04-25,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",537,"7.96014_47.29063",13.2166666666667,110.833333333333,9.56666666666672,7.96014,47.29063,18.95,7.96014,47.29063,19.95,1,0.1752
97,"Impatiens glandulifera",47.26649,7.98219,2025-05-16,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",614,"7.98219_47.26649",13.075,113.333333333333,9.4666666666667,7.98219,47.26649,18.65,7.98219,47.26649,19.7500000000001,1.10000000000002,0.3372
97,"Impatiens glandulifera",47.26649,7.98219,2025-05-16,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",614,"7.98219_47.26649",13.075,113.333333333333,9.4666666666667,7.98219,47.26649,17.35,7.98219,47.26649,19.7500000000001,2.40000000000003,0.3372
